document	label
전 재미있게 봤습니다 유오성 최고	1
이유는 모르겠지만 그저 먹먹하다...	1
"외국에선 호평이지만 새정치연합과 통진당, 정의당등 종북좌파들은 싫어하겠죠.ㅋ"	1
이런드라마 처음 ㅋ	1
전쟁영화 좋아하지만 리얼리티에 9점 부여	1
평점이왜이리낮아 또봐도 잼있는 작품인데	1
어른들에게 짓밟힌 아이들의 환상으로 빚어진 잔혹한 동화엿음	1
나도복심배울꺼	1
지금 나왔더라면 제대로 평가 받았을 영화. 아마 장동건의 최고작품이 되지 않을까 싶을 정도로.	1
또 다른 낮의 반달	1
액션이지만 코믹적이기도 함	1
ㄴㄷㅅ재밋음ㅂㅈㄴ오	1
내 기억속의 막연한 집시를 또렷한 집시로 그린작품.	1
아니 존1나게 재밌는데 전문가 평식아 2점은 너무하지 않냐 ? 그리고 제이슨 스타뎀만 바라 보고 보는 사람들 많을텐데 그럴거면 보지마ㅋㅋ 이 영화에 대한 모독이다	1
재밌던데 ㅎㅎ	1
영화 되게 재밌습니다 ㅋ 극장에서 다시 하면 좋을정도로..	1
굿	1
전 방금 비디오로 주문했습니다. DVD도 빨리 나왔으면 좋겠는데..	1
난..영화가 안 끝났으면했다..이런거 안 남기는데..사랑..인생을안다면 최고의 영화...너무 멍하다 러닝타임이갈다니....	1
내스탈이다~~~ㅎㅎ	1
재밋던데	1
정말 짜임새에 감탄 또 감탄.스토리는 둘 째 치고 정말 연출력이 대단했던 영화	1
재난영화마니아로써단언컨대 최고의 재난영화임.1.실제 지구종말이 일어난다면 혜성충돌이나 빙하기가 아닌 2012와 같을거임2.방주를 만드는것도 가장 현실적이고 최선의 대안.3.장소 또한 적절함4.종말이 올때 대처하는 전세계 사람들의 모습	1
아이가재미있어해요-	1
엑시노스에게 영혼까지 털림	1
나름 괜찮던데 ..평점 6~7점대가 적당하므로 평점 조정으로 10점줌	1
영화관에대자로뻗어자게만든영화는너가처음이야♡감독님이최고입니다!	1
"난 몇번을 봐도 너무너무 행복하고 즐겁고 눈시울 적시는영화~기분이 안좋을때 보면 업을, 기분이 좋을때 보면 더더욱 업 시켜주는 영화~~"	1
영화보는데 매료되어 집중이 막되었다. 마지막에는 여자주인공의입장이되니까 마음이 너무 안좋았다..	1
혹 그것이 감정이라도 모조품이 무의미하진 않다. 궤변같지만 연출로 설득하는 놀라움	1
"영화란 매체가 존재하는한 영원히 기억될 진정한 ""걸작"""	1
재밋었습니다 .ㅎ	1
재밌게봤습니다...루의 죽음은 너무 마음아프네요	1
최고 b 잘봤어요bbbb	1
내가 본 영화중에서 ㅡ 재미있는 영화인듯..	1
괜찮네요오랜만포켓몬스터잼밌어요	1
수정아 영화한번 더 보자 ㅜㅜ	1
"말이 필요없는, 최고의 시트콤, 배터지게 웃은기억이"	1
나는 군대의 추억을 좋아한다... 좋은기억 나쁜기억 모두 다... 그리고 이 영화는 그 추억의 일부다	1
칙칙이나가신다 길을 비켜라 힘내라힘내라힘내라 내일은 챰피온~	1
완전조아요	1
밴디트엔딩 이영화 배꼈나봐. 이런엔딩 고문이야.ㅠㅠㅠ	1
재밋어요ㅋㅋㅋㅋㅋㅋ	1
섹스중독이란 주제로 감독의 이야기를 재미있게 풀어나간 이야기! 참신하다!	1
하.. 봐라. 두번 봐라.	1
역시 쥬세페 감독~~! 최고다..	1
여러분들 그거아세요?이거 대충 만든겁니다그당시 뮬란에 심혈을 기울였다고	1
이보다 재밌는 영화는 못봤습니다. 여태 1942로만 알고 있었으니...ㅠㅠ.	1
첫 곡은 립 싱크가 맞지 않아 괜히 보러 왔나 싶었는데 두번째 곡부터는 문제가 없이 아주 좋았습니다. 아름다운 음악과 스토리 유지태씨의 열연이 돋보였습니다.	1
무언가 상상력을 자극하는. 관객이 결말을 거부하게 만드는 영화.	1
뻔한 스토리지만 과거 추억을 생각나게 해주는 영화 재미있었어요	1
세명의 배우가 잘어울리고 영화끝날때까지 흥미진진하게봤어요	1
10점이라기 보단 10점이 아깝지 않은 드라마... 우선 1회 봤는데... 캬~~ 최고..	1
군대에서 본 내 생애 최고의 영화 >_<	1
끝나고 난 뒤 여운이 남는 영화! 곱씹어 볼 수록 소름 끼치는 놀라운 영화!	1
아.......감동...	1
대작이죠애니를바고서 울었던건 이 애니가 처음	1
대박	1
네이버에 풀로 있으면 좋겠네요예고편이 재미있어 보고싶네요	1
모타이 마사코씨 또 나오시넼ㅋㅋㅋ 콤비인듯 ㅋㅋㅋ	1
싸구려도 이만하면 중박은 치지 않았는가	1
am이여 영원하라~~~~~~~~~~~~~~	1
랄랄라 랄랄라 라~라라~ 노래만으로도 흥겹다.	1
주인공 상구 아버지 6.25때 총알이 박혀 부상당해 방에 누워계신모습이 선하다	1
후반부부터는 못봤는데 나름 재미있었다. 오점대 영화는 아닌데... 흘러가는 내용이나 영상이나 표현기법도 좋앗다 많은내용을담은영화는아니다 독특하고좋앗다	1
유쾌해서 좋았는데 끝까지너무 연애쪽으로만 쏠려있는듯ㅠ	1
메탈리카야 메탈리카라구!! 닥치고 어서 당장 10점 줘~!!!	1
남자와 여자의 사랑에 대한 생각과 감정을 깊에 그리고 슬프지솔직하게 표현한 영화. 오랜만에 좋은영화봤다	1
보는 내내 정말 행복했어요!배우들 연기도 좋고 연출도 깔끔하고 강추합니다!!	1
너무 재미있어요	1
정말 최고의 드라마에요.ㅜㅜ 마지막 에피소드는 너무 슬프네요	1
아 속시원해. 뻥뚤린기분	1
아따 성님 작화랑 소름끼치는 추리를 보랑께..	1
재미있도다.	1
유다인씨 참 예쁘고 연기도 잘하네요	1
우리 딸 보다 내가 더 신나게 보고 왔네요ㅎㅎㅎ	1
좋아요.	1
금방 막 다운 받아서 봤음. 득템.강추	1
재미는 있네..	1
이젠 옛날 영화지만 풋풋한 젊은이들의 사랑이 아름다웠던 영화.	1
힙합+이연걸액션 새로운 다이나믹 테크노 액션이 탄생하는 순간이다	1
숙제를 위해 보기 시작햇다 어느새 숙제는 싹 잊고 몰입해서 본 영화.	1
스타나 대자본 없이 이렇게 탄탄하고 걸출한 액션영화를 만들었다.	1
최고중의 최고. 어떻게 10점 안줄수가 있을까요. 몇OO이 지난 지금 봐도 재밌더군요. 저런 위트와 스토리가 저 시대때 나왔다는 것 자체가 박수 안치고는 못배길듯.. 정말 최고의 영화에요.	1
이 영화 징리야 왜그래	1
이영화를 이제야 보다니..디카프리오 내면연기 최고이다	1
평점이 생각보다 낮아서 놀랐네요; 저는 나름 재밌게 봤습니다 막 화려하지도 그렇다고 장대한 스케일도 아니였지만 배우분들 연기도 좋았고 나름 즐겁게 봤습니다 ㅎㅎ	1
최고의 일대기영화	1
시나리오에 아쉬움이 있기는 하지만 한하유가 너무 예뻐서 10점 줍니다.	1
2014 최고 드라마!다시금 유나가 보고싶네요	1
또보고픈...너무나 아름답고 슬픈 최고의드라마ㅡ♥	1
TV로 다시보니까 재밌던데요. 잘 봤어요	1
"꿈,희망,그리고 기다림. 끝일것만 같은 나의 전부인 꿈의 답은 기다림이었다."	1
케이온 이니까 당연히 10점이지	1
rock	1
하 박정도 때문에도울고 반지 네일..하	1
지금봐도 배우들 연기가 진부하지않고 재밌는 고전영화. 그룹 가수의 탄생과 몰락을 유머러스하면서도 현실적으로 풀어낸 영화. 음악도 그렇고 오글거림도 없었고 개인적으로 '어거스트 러쉬'보다 높게 평하고싶음	1
아 대박하나 건진듯 ㅋㅋㅋㅋ	1
나 역시 저평가 되고 있다고 생각한다. 저속하다 생각하나? 지금 개판 현실 그대로인데; 확연히 그 개판현실 드러내주니 많은 생각이 들고 작품성 꽤나 있다 생각한다. 동생이 이게 19세 미만 금지기 아닌 26세 미만의 영화라더라...마음에많이남는다	1
내 나이가 올드한 나이가 되어도 한국10대영화에서 빠질 일은 없을 것 같다.	1
참 잊혀지지않는 명작 짐캐리짱	1
대박!~	1
웃어봐 나랑 있잖아 캡처가 너무 이뻐서 찾아보게 된영화 재밌었어요 i'll be there for you	1
가끔 보면 기분완전 상큼해짐 ㅋ 상큼깜찍하지만 B급은 아닌 영화 :)	1
레니 할린의 최고작. 괴물 상어의 후덜덜한 포스!	1
"수사반장보다 더 재미있게 봤던 드라마.수사반장 후속작으로 방영했다가 그야말로 개 피 본 드라마.김무생 선생님이야 당연한 거고,트위스트 김 연기 잘한다.김애경씨도 나왔나?기억이 가물가물~가물치가 되어가는군.기억력이...하옇튼 스타스키와허치를 컨셉으로 함"	1
두근두근 콩닥 콩닥 설렘 폭발~!! 또 언제 기다리냐~~ㅜㅜ	1
재미있어요ㅋ	1
살인의 추억보다 재밌는데 몰라서 극장가서 못 본 영화.근데 다시 봐도 재밌다.	1
"스스로를, 그리고 '존재'를 한 덩어리의 작은 체리열매 보다도 낮출줄 아는 인간에게만 그 열매와 향기를 맛볼 자격이 주어진다."	1
"인상적인 색감, 깊은 울림. 초치!"	1
톰하디 멋지다 ㅋㅋㅋㅋ	1
눈물이 그치지가 않았음	1
동양철학과 사상을 좋아하는 위쇼스키남매답네요. 이런 스토리도 좋은 에스엪이 흥행을 못했다는게 안타까움 ㅜㅠ	1
"진심으로 재밌었습니다, 처음에 공포인줄 알고 무서워했지만,,ㅠㅠ"	1
사실이라 꺼림직한...하지만 아련한...부모...아버지...어머니...	1
♥	1
카메론 디아즈는 무슨 능력인거지?	1
솔까말 그래픽뺴고 요즘은 변한게없슴 ㅇㅇ 78년도 치고 졸라잘만든거	1
ㅜ.ㅜ 좋은영화 강추	1
여자도죽이고~재미있음	1
007 스카이폴보다 훨씬나은 첩보애니.	1
"시공간을 뛰어넘는 한 남자의 3가지 사랑이야기! 예쁘고, 웃기고, 멋있고, 아름답고.. 21세기에 오랜만에 모든 것을 다 갖춘 천재적인 감독의 등장!! 배우 야마다 다카유키 연기력이 정점에 이르다. 감각적이고, 스타일리쉬한 보기드문 영화!"	1
매 장면이 너무도 창의적이어서 다음 장면을 궁금케 한다. 걸작.	1
내나이 스물넷... 지금의 나의 마음과 어떤점이든 비슷하다..	1
4편으로 종결이라니 너무 아쉽다...나에겐 최고인 영화!!	1
정말 힐링이 필요할때 보면 마음이 치유되는 듯한 영화예요. 정말 보석같은 영화~ 꼭 보세요. 후회없을듯	1
볼때마다 무섭고 현실같아서 초 6때 비디오로 봣엇는데 30살이 된 지금까지도 재난영화중에 최고라 생각해요 개인적으로는요 울면서 본 재난영화	1
전체적으로 좋습니다만 다소 픽션이 강해서 아쉬웠음	1
헐리웃영화를 좋아하던 나에게 일본영화로의 길을 터준 영화. 매우 좋은 영화.	1
오랜만에 좋은 영화 봤드	1
너무 재미있었고 슬프기도하고~ 좋은영화였습니다	1
"조두순 사건에 대해 알려주고, 이런일이 있다는 것을 알려주는 영화입니다. 영화에서 나오는 연기자들은 정말 완벽한 연기를 했기도 하고요. 이영화 정말 슬프면서도 감동적입니다. 추천하고 싶네요."	1
나름 새로운 시도는 신선하네. 킬링 타임용으로 나쁘지 않아요	1
액션...이라면 이정도는 되어야....	1
영화보기	1
너무 좋다	1
꽤 짜임새 있고 진짜 자칼이 어떤 범죄자인지를 생각하게 하는 영화가 아닐까...	1
조니뎁 만세요	1
"우선 아이언 스카이 카페 매니저로서 10점을 너무나도 주고싶다. 이 영화를 위해서 시간도 많이 할애를 하였고, 노력도 많이 했다. 단, 불법 공유가 다른 영화들에 비해서 너무 빨리 이루어져 버렸고 관념도 우리나라와는 너무달라 흥행을 못한 이유라고 생각"	1
어머님이 생각나는 가족영화이네요^^배우들 연기도 좋고 코믹.웃음. 마지막에감동임당	1
금성무의 눈빛이 좋다	1
옛다! 9점 레이 리오타가 흐믓하게 보았을듯	1
제목 레알 쩐당 ㅋ	1
고전명작영화~	1
재미있네요... 긴장감도 있구요...7.5점주고 싶은데..낮아서 더줍니다.	1
흐억펑펑울었지만 너무너무 재미있는영화!!!외국배우들과 한국배우들의 기가막히는 콜라보레이션 :)스토리 연기력 뭐하나 흠잡을데 없엇어요 재미있구 감동적이었습니다^^	1
오페라 제외하고 전부다 좋다* 눈물의 다이아와 야수의 판타지 ㅎㅎ	1
"마이클 키튼 , 진짜 버드맨이 됐네.."	1
오우	1
"들리지 않고, 보이지 않는 마리를 통해 소통이라는 메시지를 전하는 영화!"	1
와~~잼있다 이런 세상도 있구나 느낌	1
감동입니다.아이가 연기를 얼마나 잘하던지	1
정말 말문이 턱 막힌다...장르에 코미디도 있는데 어디가 코미디인가; 보는내내 가슴이 먹먹했다. 스페인역사는 잘모르지만 어느정도의 지식만으로도 충분히 공감하고 이해할수있는 영화이다. 그리고 배우들의 연기또한 정말 말그대로 OOO기였다.	1
비쥬얼이 대박 스토리도 개운함	1
재밌어ㅋㅋ	1
아니.. 왜이렇게 멋있는거예요? 진짜 미치게한다 이영화	1
의리!	1
하...그냥 저냥 최고	1
"애정이 너무나 필요한 아이, 인생에 친구가 전부인 아이, 하지만 자존심 하나 때문에 애정을 밀어내는 불쌍한 아이. 마지막엔 자존심까지 버리고 애정을 구걸하지만 이미 늦어버린 마지막."	1
노래가 좋다. 명곡이다. 그때보다 지금 보면 더 재밌는 시트콤	1
솔직히 이게 컨져링보단 무서웠다.	1
역시 송일국은 남자가 봐도 매우 멋지다.	1
500만달러 저예산으로 다른 몇 천만들이는 영화들보다 뛰어난 데뷔작을 내놓았다	1
요즘 현실을 꼭 찝어 잘 표현한것 갔습니다.자기가 잘라서 그만큼 성공한 줄 알고 있는 자식들 정말 각성해야 합니다.밑바탕에는 부모의 헌신이 있다는 것을 꼭 알아야 할 것입니다.살아 계실때 잘합시다.본상 사수하겠습니다.	1
최고의 일탈	1
눈에는 눈... 주인공이 보복을해도 분이 안플린다...	1
풋풋한 조인성과 신민아 를 보는것만으로도 안구정화 ㅎㅎ	1
재밌다 역시 올드보이!	1
어제 현빈님 치고 키킥 코믹이였어염	1
한국에도 이런영화가 있다니	1
베네딕트연기개잘하고 내용도반전에반전ㅠㅠ하...셜록시즌4도나왔으면좋겠다♡	1
이 작품을 먼저 연극으로도 훌륭한 작품이지만 뒤 늦게 본 영화도 정말 너무 잘만들었어요~~김해숙의 절절한 연기를 보며 아 정말 엄마한테 못되게 한 내가 너무 가슴아파 펑펑 울었습니다. 이런영화를 극장에서 봤어야 했는데 그게 아쉽군요. 너무 좋은 작품	1
배고플때 심심할때 맨날맨날 보는 프로에요!!봤던거 또봐두 재밌구 올리브 프로는 다 믿고보지만 특히 더 재밌네용^^신동엽씨성시경씨넘넘잘어울려용ㅋㅋㅋ	1
두근두근~	1
그러니까 뭔가 괜찮았단 말이지...뭔가 괜찮아서 몰입했는데 뭐였는지는 모르겠다는 것이지...짜릿한 맛은 전혀 없는데 그 말하기 힘든 뭔가가 매우 괜찮았음...	1
이 감동을 어떻게 말로 표현해야 할라나..	1
재밌어요	1
감동.....^^마음이따듯해져요	1
"그야말로 명불허전. 매 회 감동을 넘치게 하는 작품성 높은 드라마는 정말 작가가 천재가 아닌지 의심이 될 정도. 천사라는 제목처럼 종교적인 행동, 가치관 면에서도 굉장히 많은 기본 기준을 제시한 바이블 같은 드라마."	1
한국군대이등병 = 일본형무소죄수	1
재밌다	1
요즘 웬만해선 같은 레전드 시트콤이 없어 안타깝다 웬만해선 다시 방송했으면 좋겠다	1
알바는 가라~ 좋은말할때 가라~	1
최고라는 말 밖에는..	1
행복은 내 바로 옆에 언제나 존재해 있다. 인생의 묘미.	1
우와 기대 안하고 봤는데 짱~!	1
아 이런 다큐멘터리가 나에게 감동을 줄줄이야....ㅠ.ㅠ	1
평점조절좀 해야되겠다	1
나에게는 너무나도 좋은 기억으로 남아 줄 작품이다	1
꼭 보세요.인생 처음으로 인터넷에 평점 답니다.이거 실화라는 말 들었는데 정말인가요? 대학교 미국문화 관련 교양시간 살짝 배웠던 영화인데 이제야 제대로 다봤어요. 용감함 얻고 가요.	1
지난 날의 실수를 냉정하고 지혜롭게 다잡는 방법	1
아..여운이 아직도..	1
여주 매력 터지네요 2대1로 싸울때 우마 서먼인줄.... 마지막이 좀 어이없게 끝나서 9점 드려요	1
내 인생 최고의 드라마..말이 필요없음	1
".,.,.,.,.,"	1
오늘부로 행복의 진짜 의미를 깨달았다..	1
추억의 영화 너무 재미있게잘 즐겨 봤데이 역시 터미네이터 성님까리하제 ㅎㅎ	1
옛날 이거 국내 개봉당시 국민학생때였던 동네 3류극장에서 본 기억이 난다! 정말 재미있게 본 영화!!! 시고니위버가 여성스럽고 이쁘게 나온 유일한 영화였지 ㅋㅋ	1
어렸을 때 영화관에서 봤는데 너무 슬펐고 할머니 한테 잘해야 겠다고 생각했습니다.	1
반담과 노리스 앳킨스 가 나와 더욱 활기찼다특히 내가 제일 좋아하는 반담이 !!!그리고 암울한 전과 달리 코믹이 많이 첨가됬음	1
당시 미국소련의 관계를 우회적으로 표현하면서도 평화를 말하는...영화자체도 훌륭함	1
재미지닼ㅋㅋ 하지만 1편에 비하면 쫌..	1
제임스 카메론이여... 이 한마디로 끝 !!!	1
아이들에게 재밌을것같아요.	1
헐..이거언제개봉햇엇어?????? 볼걸 젠장;;;	1
평점넘낮네ㅋ 재밌음ㅋ	1
볼거리도 있고 캐스팅도 빵빵하고.. 그냥 킬링타임용 B급영화	1
잼있게 본 기억이 나서 ... 와봤어요 ^^	1
평점이 좀 낮네...DD	1
재활용 기사 토니! 재미나다!	1
액션 쩔어주네여 꼭보삼 스토리는 별로 ....	1
옛날건데 존내 재밌어ㅋ	1
이정 진짜 존.나 웃김ㅋㅋㅋㅋ	1
아 김신이랑 나미래랑 엮지마세요ㅠㅠㅠ 엮으면 방송 안볼꺼야...세주랑 미래랑 잘되게해주세요ㅠㅠ	1
포레스트 휘태커의 연기력에 지리는 영화.	1
처음부터끝까지우울한영화	1
지지고 뽁고 난리부르스 치는 구질한인생들을 따뜻하게 바라보는 장선우의 시선	1
잼재ㅁ잼잼잼댐잼잼잼	1
개꾸르 2편보고싶다.	1
"명작이란... 처음 봤을때 재밌고, 다시봐도 재밌고, 10년 20년 몇OO이 지나도 재밌는게 명작이다.."	1
최고	1
이 영화는 나를 힐링해주는 보물같은 영화다.	1
개인적으로 알모도바르의 최고의 영화라 생각됨.	1
베니그노의 순수함이 광적인 사랑으로 만들은걸지도..	1
평점이 왜 낮은지 이해가안되네..	1
뭔가를 얘기하고 싶어하는 감독 ... 하지만 크게 와닿지는 않는다	1
기독교 영화임 에도 불구하고 스토리가 자연스러워 좋았다.아멘~	1
아 평점 더럽게 웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
내가 왜 로보캅 감독이였는지 쐐기를 박는다.	1
너무너무 재밌다!!!	1
"유치하고, 뻔하고, 특수효과는 초딩도 가능한 수준이었던 그런영화, 하지만 80년대 우리는 겨우 이정도다 라는걸, 이정도 밖에 못해서 아무도 안했던걸 했던 용기와 시도에 박수를 보낸다. 영화자체로는 ㅎㅎㅎ 말이필요없는 졸작"	1
피나바우쉬의 현대무용과 무용가들의 아름다운 신체의 울림이 완벽한 3D로 구현된 영화.아바타 보다도 더욱 공간감을 느낄 수 있는 의외의 시각적 충격만으로도 무용을 잘모르는 이도 만족시킬 수 있는 볼만한 영화.	1
그해 여름을 같이보낸 드라마	1
스토리 굳 반전 굳 재밌어요 ~ㅋ	1
꿈을 위해 살아가는게 나와 닮았다.	1
정말감명깊게본영화 에니메이션?영화중제일굿!	1
평점이 왜이래뭐 잘못된거 아님	1
가구야는 이쁘고 스테마루는 잘생겼고 너무 너무 좋아요~	1
한번 볼 때보다 두번째가 더 재미있습니다.	1
박신양의극중인물이너무멋있음. 사건과해결의연속이라지루할틈이없고로맨스도억지스럽지않게적절히섞여서좋았음.	1
날므 재밋께 본 영화 입니다	1
ㅎㅎㅎ 눈물이... 솔직히 연출에 조금아쉬움이있지만.. 그래도 이정도로도 눈물안흘린사람은.. 좀 뭔가잘못된듯	1
볼만한 영화라고 생각됨...인생을 생각하면서....	1
말이필요없다.... 아버지의 마음... 진심으로 꼭봐야할 명작이다..	1
이거 시청률이 너무낮은대 명작이고만	1
대작	1
조폭영화라고 보기보단 한국사회현실을 잘그린 영화.. 뼈빠지게 고생해서 자기는 망가질 지언정 자식새끼 좋은 옷입히고 좋은학교 보내는데 일생을 바치는 이시대의 기러기아빠들에게 또한 아버지들에게 감사하자	1
I had so much fun in this movie !! that's good	1
송중기와 문채원이 오랜시간 기억될 드라마..	1
채널 돌리다가 우연히보고 푹 빠져서 1회부터 보는중 진심 재밌네요ㅠㅠ감동적 ㅡ그 이준기씨 연기는 워낙 쩔었고 포교분 감초연기 대박이에요 빠질수밖에 없네요 스토리 연기 모두 탄탄	1
명작이다	1
10점 이외의 점수는 주기 힘들다!	1
감동적인목회자상을 봤습니다.	1
맥어보이를 알게해준 매력적인 액션영화	1
멜깁슨과 로맨틱코미디가 이렇게 잘 어울릴줄이야.	1
"남자주인공의 연기력과90년대부터 현재까지 시대적 배경 연출및공감가는 현실적인 대사들, 다시한번웃고울고갑니다~개봉관이 많지않아 아쉽네요"	1
진짜 류승범나오는영화들은 류승범이 나온다는자체로만 흥행을해야함 ㅋ	1
만족해요	1
재미있어.	1
"남자의 아내, 그리고 그녀의 딸의 사랑과 눈물"	1
재밌게 잘 봤습니다. 1@@#!@	1
독일군가가 울려퍼지는 인상적인 엔딩	1
정말 멋진 애니	1
재미있게 잘봤습니다.	1
ㅋㅋㅋ 이거 진짜 장난아니게 재밌음 ㅋㅋ	1
나이거봄 개꿀잼!!!꼭보셈	1
"존박두고보면 더 좋은 가수가 될것,.하지만 오늘의 우승 허각이어서 .다행 수고했어요"	1
반전 살짝 예상했는데 그래도 재미있네요...강추^^	1
거장의 정교한 솜씨가 느껴진다. 한방이 없다는 아쉬운 점이 있지만 평점 올리고 싶어서 10점	1
방송 시작한지 몇일 된것같지 않은데 벌써ㄲ끝나다니 ㅠㅠ	1
따뜻한 시선...그 고마움이 파란 감동이 된다	1
"근 20년만에 다시 봤는데, 어디 하나 촌스러운 구석이 없다. 아니 오히려 요즈음 영화보다 짜임새나 의외성, 액션의 완성도가 높다. 감동이다."	1
잼있어요~ 맘이 짠하네요	1
쟈스민 너무 이쁘고 스토리도 탄탄함!	1
전율전율전율 놀랍다. 다시 보고싶다	1
중간부터 본 개평신들 ㅋㅋ	1
주변사람들에게 강추하고 싶은 영화	1
....................왜 평점이 이렇냐..	1
하 ㅜㅜ 싱숭생숭해 ㅜㅜ	1
평점이 낮아서 올림.	1
램페이지 시리즈는 내 인생 최고의 영화들 중 하나다	1
크리스찬 베일 연기력 죽인다.... 와 배트맨 그건 아무것도 아니였음	1
재밌었음	1
10점 드릴게요 원피스니까	1
반항 한번 정말 감동적이게 하네요.	1
"스토리 이어지는것과 소재,반전 등등에서 참신성이 돋보이고,스릴감 몰입도 최고!"	1
왠만하면 리뷰 잘 안 남기는데 말할수없는 비밀 재밌게 본 사람이면 이 영화도 재밌게 볼듯!!	1
꼭 보시기 바랍니다.	1
현재 우리 사회가 꼭 뒤돌아봐야할 부분이 많아요. 눈물 많이 나는 영화 강추!!!	1
OO전쯤 중딩때극장서보고 오늘EBS에서 하는거보고가슴이먹먹합니다 만년필받을때ㅜ	1
헬조센에선 명작을 개봉하지 않는게 좋다. 알아보질 못하기때문에...	1
감동적입니다. 그래도 큰아들 찾아서 정말 다행입니다. 탱구...	1
개인적으로 너무 잘만들었고 슬퍼서 아직도 여운이 가시지 않는다. 그리고 영화는 영화로만 보자 미개한넘들아 지금 시대가 어느땐대 애니 하나에 역사감정을 운운하냐. 일본이 싫으면 보질 말던가 못난것들 ㅉ	1
너무ㅋㅋㅋ아 재밌다ㅋㅋㅋ	1
톰 크루즈는 사랑입니다 ♡	1
흥행성적도 좋았고(우리나라에서는 참패했지만) 1.2편 둘다 개인적으로 재밋게봄ㅋㅋ	1
진짜 처음 봤을 때 엄청난 충격이었다	1
ncis에서 토니랑 키스한 트렌스젠더 제이미 루너를 추적중인데 여기서 끊기네...ㅠㅠ	1
"한편의 대서사시를 보며 진짜 행복이란 뭔지를 생각하게 해준 영화였고 영화는 시대를 앞서간 기술이 전부가 아니라는 것을 깨닫게 해주었다 , 기회가 된다면 극장에 가서 다시 한번 보고 싶다"	1
두명이 여럿죽이고 여럿을 탈출하게 만들어 혼란을 야기할테지만 영화니까	1
Electric Wave Bureau - Colours정말 좋은영화	1
도대체 뭘 까고 싶은거냐... 깔 내용 따윈 없다..	1
전대를 모르면 전대를 말하지마라	1
무조건 10점. 100점 주고 싶으나 10점이 최고점수라 아쉽습니다.	1
내말이 내말이 이게 왜............. 영화볼줄 모르나????????	1
"강렬한 내용, 강렬한 이미지."	1
무겁지도 가볍지도않고 투박하지만 따뜻한 영화	1
캐리비안의 해적 시리즈 중에 제일 재밌었다 ㅎㅎ	1
아이들과 함께 보기 딱 좋습니다.전편에 이은 아이템이 신선하더라구요.	1
추천	1
다시 봐도 명작이다..	1
재밋는데 뭔가 벤제마닮음	1
리암니슨 말이 필요 없다 최고다너무 재밌게 봤다 강추!	1
전쟁으로 겪는 이별과 죽음의 경계에서 가지게되는 희망적 메세지.	1
롭 슈나이더팬으로서 좋아	1
"내용도 좋구~캐릭터도 맘에 드네요, OST 쩔었어요!!"	1
다시봐도 재미있다 ㅠㅜ 김하늘 이때가 최고 였지 매력만점	1
지금 봐도 잼나네~ OOO전 액션씬이 아저씨 액션스타일보다 어째 더 멋있냐~	1
많이 알려지지 않은 작품인데 스탤론에 대해 관심을 있으면 한번쯤 보게될 수작 재난영화	1
요리 영화중에서는 최고다... 음식보는 재미 또한 만만치 않다...ㅎㅎ	1
진짜웃겨 ㅋㅋㅋㅋ	1
10점도 부족하다	1
소재도 신선했고 나름 볼만했다 ~	1
재밌음 볼만해요 극장판중에 ㅋ	1
짱!!말이필요없지요	1
"도박영화의 최고는 주윤발 주연의 도신(정전자), 도신2"	1
극장/디비디 자막의 발번역만이 유일한 옥에 티	1
스토리도 좋고 엄청 감동적이고.. 보면서 몇번을 울었나 모르겠네요ㅠ	1
굿~!굿~!굿~!굿~!	1
80년대와 70년대 후반 팝송을 잘 안다면 매력적인 영화.로빈튜니연기도굿	1
여고괴담 김규리 오랜 팬인데 이영화 진심 손발 오그라들고 개망작을 넘어서....그냥 슬프다ㅠㅠ	1
못난이주의보를 다른 드라마보다 재미있게봤어요 앞으로도 이런작품들이 나왔으면좋겠어요	1
평점 낮게 준것들 보나마나 머리빈것들인듯 한국사람들 수준이 다 그렇지 뭐	1
김창완씨 연기력 너무 멋집니다	1
꼭꼭 시즌2 !만들어 주세요!!	1
"4년전 학교에서 시사회 할때 본 영화인데, 아직도 기억에 남네요"	1
요세 OOO기 드라마들보다 백배는 재미있다!	1
정말 마음이 훈훈해지면서 여러모로 생각하게 하는 영화였습니다. 잔잔하고 보기 편하네요.	1
항상 미국코미디는 예상치 못한 반전에 감동이 온다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
불륜은 소재일뿐! 매우 훌륭한 메타 픽션!	1
보구시퍼ㅠㅠ	1
철새들에대한 교육적인 내용도 있고 아이들과 재미있게 보았어요. 설 연휴가족들이 즐기기에 부담 없으실듯!	1
익숙함에 속아 소중함을 잃지말자	1
